SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-9-2019,Single Family Residential,10881 Maxine Ave,CUPERTINO,CA,95014,1700000,3,1.0,CUPERTINO,1071,9430,1952,731,1587,,Sold,,,https://www.redfin.com/CA/Cupertino/10881-Maxine-Ave-95014/home/1035399,MLSListings,ML81768015,N,Y,37.3356183,-122.0601518
PAST SALE,April-3-2020,Single Family Residential,22104 Clearwood Ct,CUPERTINO,CA,95014,2350000,3,2.0,CUPERTINO,1952,13998,1965,615,1204,,Sold,,,https://www.redfin.com/CA/Cupertino/22104-Clearwood-Ct-95014/home/1213879,MLSListings,ML81784220,N,Y,37.3233586,-122.0611506
PAST SALE,August-31-2018,Townhouse,20582 Shady Oak Ln,CUPERTINO,CA,95014,1283550,2,2.5,CUPERTINO,1385,1856,1977,1196,927,325,Sold,,,https://www.redfin.com/CA/Cupertino/20582-Shady-Oak-Ln-95014/home/945412,MLSListings,ML81718007,N,Y,37.3377904,-122.0338342
PAST SALE,July-10-2017,Townhouse,20552 Shady Oak Ln,CUPERTINO,CA,95014,1330000,3,2.5,CUPERTINO,1598,1660,1977,1613,832,312,Sold,,,https://www.redfin.com/CA/Cupertino/20552-Shady-Oak-Ln-95014/home/772103,MLSListings,ML81654875,N,Y,37.337802,-122.033323
PAST SALE,,Single Family Residential,22160 Wallace Dr,Cupertino,CA,95014,4310000,5,5.0,,3768,10007,2020,,1144,,,,,https://www.redfin.com/CA/Cupertino/22160-Wallace-Dr-95014/home/772505,,,N,Y,37.3349881,-122.0628598
PAST SALE,May-20-2021,Single Family Residential,22071 Hibiscus Dr,CUPERTINO,CA,95014,2337000,3,1.0,CUPERTINO,1425,12393,1952,203,1640,,Sold,,,https://www.redfin.com/CA/Cupertino/22071-Hibiscus-Dr-95014/home/771148,MLSListings,ML81838914,N,Y,37.3353635,-122.0609952
PAST SALE,April-26-2017,Single Family Residential,1014 Lorne Way,SUNNYVALE,CA,94087,1770000,3,2.0,SUNNYVALE,1600,6678,1958,1688,1106,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1014-Lorne-Way-94087/home/1012877,MLSListings,ML81644400,N,Y,37.3383227,-122.0065109
PAST SALE,November-6-2020,Townhouse,20551 Shady Oak Ln,CUPERTINO,CA,95014,1475000,3,2.5,CUPERTINO,1598,1306,1977,398,923,345,Sold,,,https://www.redfin.com/CA/Cupertino/20551-Shady-Oak-Ln-95014/home/746020,MLSListings,ML81813400,N,Y,37.338232,-122.033347
PAST SALE,October-4-2019,Townhouse,11060 Firethorne Dr,CUPERTINO,CA,95014,1230000,2,2.5,CUPERTINO,1385,1790,1977,797,888,335,Sold,,,https://www.redfin.com/CA/Cupertino/11060-Firethorne-Dr-95014/home/1331631,MLSListings,ML81764839,N,Y,37.3386463,-122.0326463
PAST SALE,May-6-2020,Single Family Residential,1693 Lachine Dr,SUNNYVALE,CA,94087,2808000,4,2.5,SUNNYVALE,2567,8176,1960,582,1094,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1693-Lachine-Dr-94087/home/771523,MLSListings,ML81787945,N,Y,37.3380762,-122.044302
PAST SALE,August-10-2017,Single Family Residential,827 Louise Dr,SUNNYVALE,CA,94087,2100000,4,2.0,SUNNYVALE,1768,10140,1959,1582,1188,,Sold,,,https://www.redfin.com/CA/Sunnyvale/827-Louise-Dr-94087/home/1764410,MLSListings,ML81671166,N,Y,37.3385647,-122.04741
PAST SALE,December-30-2016,Single Family Residential,1692 S Mary Ave,SUNNYVALE,CA,94087,1670000,4,2.0,SUNNYVALE,1923,8778,1974,1805,868,,Sold,,,https://www.redfin.com/CA/Sunnyvale/1692-S-Mary-Ave-94087/home/1024612,MLSListings,ML81631343,N,Y,37.3377805,-122.0496965
PAST SALE,January-6-2021,Townhouse,11052 Firethorne Dr,CUPERTINO,CA,95014,1370000,3,2.5,CUPERTINO,1445,1703,1977,337,948,345,Sold,,,https://www.redfin.com/CA/Cupertino/11052-Firethorne-Dr-95014/home/1307307,MLSListings,ML81821988,N,Y,37.3385966,-122.0326241
PAST SALE,August-22-2018,Townhouse,20597 Mapletree Pl,CUPERTINO,CA,95014,1400000,3,2.5,CUPERTINO,1445,1628,1977,1205,969,325,Sold,,,https://www.redfin.com/CA/Cupertino/20597-Mapletree-Pl-95014/home/1804879,MLSListings,ML81716518,N,Y,37.3386453,-122.0339563
PAST SALE,February-28-2020,Single Family Residential,795 W Homestead Rd,SUNNYVALE,CA,94087,1862000,3,2.0,SUNNYVALE,1512,8102,1960,650,1231,,Sold,,,https://www.redfin.com/CA/Sunnyvale/795-W-Homestead-Rd-94087/home/597458,MLSListings,ML81780532,N,Y,37.3377868,-122.045634
PAST SALE,,Single Family Residential,22370 Starling Dr,Los Altos,CA,94024,3570000,5,3.0,,2940,12654,1954,,1214,,,,,https://www.redfin.com/CA/Los-Altos/22370-Starling-Dr-94024/home/1635634,,,N,Y,37.3312284,-122.0662335
